label,text0,text1
8,correlation between incorporation of myo 2 3h inositol into the phosphatidylinositol of lymphocytes and disability degree stage and duration of multiple sclerosis,correlation between incorporation of myo h inositol into the phosphatidylinositol lymphocytes disability degree stage of sclerosis
8,the fine structure of the lymphocyte nucleus under conditions of phytohaemagglutinin stimulation,fine structure of the lymphocyte nucleus under conditions of phytohaemagglutinin
8,in vitro dna synthesis in lymphocytes from turkeys vaccinated with lasota tc and inactivated newcastle disease vaccines,in vitro synthesis in lymphocytes from turkeys vaccinated with lasota tc and inactivated newcastle disease vaccines
8,increased lymphocyte atp ase activity in patients with carcinomas of the oral cavity and larynx,increase lymphocyte atp ase activity in affected role with carcinomas of the viva voce cavity and larynx
8,anitroxide sterol derivative potently modifies cholesterol biosynthesis by normal and neoplastic guinea pig lymphocytes,anitroxide sterol rule derivative potently modifies cholesterin cholesterol biosynthesis by normal and neoplastic guinea pig lymphocytes
8,influence of serum blocking factors on cancer patients undergoing immunotherapy,influence of serum factors on cancer patients undergoing
8,damaged dna in lymphocytes of aplastic anemia,damaged dna in lymphocytes of lymph cell aplastic anemia
8,decrease and altered distribution of human t antigen on chronic lymphatic leukemia cells of t type suggesting a clonal origin,reduction and altered statistical distribution of human t antigen along chronic lymphatic leucaemia cells of t type suggesting a clonal origin
8,cellular composition of the nipple aspirate specimen of breast fluid i the benign cells,cellular composition of benignant the nipple aspirate specimen of breast fluid i the benign benignant cells
8,dna synthesis of lymphocytes in hyperthyroid and euthyroid subjects effect of 131i therapy on hyperthyroidism,dna effect of lymphocytes in hyperthyroid and euthyroid hyperthyroidism synthesis of subjects therapy on i
8,electronmicroscopic and immunohistochemical studies on human lymphocytes,immunohistochemical studies on lymphocytes
8,influence of prednisone and cytostatics on human blood b t and o lymphocytes in diseases,influence meticorten descent barn of prednisone and cytostatics on human blood b t and o lymphocytes in diseases
8,antibody dependent and direct lymphocyte mediated cytotoxicity in patients on hemodialysis,antibody dependent and direct mediated cytotoxicity in patients
8,the influence of polymorphonuclear leukocytes and macrophages on the growth of lymphocytes and fibroblasts in vitro,influence the of polymorphonuclear of and macrophages on the growth leukocytes lymphocytes and fibroblasts in vitro
8,intracellular immunoglobulin production in vitro by lymphocytes from patients with hypogammaglobulinaemia and their effect on normal lymphocytes,intracellular immunoglobulin affected role production in vitro by lymphocytes from patients with hypogammaglobulinaemia and their effect on normal immune serum globulin lymph cell lymphocytes
8,investigations of the t and b cells and the hemopexin carrying lymphocytes in cases of porphyria cutanea tarda author s transl,the t and b the hemopexin carrying lymphocytes in cases of porphyria cutanea tarda transl
8,immunologic heterogeneity of the lymphocyte surface in various diseases,immunologic heterogeneity of the lymphocyte surface atomic number various diseases
8,co operation between macrophages and a factor from lymphocytes in tumor lysis in vitro,co operation and a from lymphocytes in tumor lysis vitro
8,mixed lymphocyte reactivity of human lymphocytes primed in vitro i secondary response to allogenic lymphocytes,mixed to reactivity lymphocytes human of primed in vitro secondary i response lymphocyte allogenic lymphocytes
8,analysis of human thymocyte subpopulations using discontinuous gradients of albumin precursor lymphocytes in human thymus,analysis of precursor thymocyte subpopulations using discontinuous gradients lymphocytes thymus human of in human albumin
8,separation of complement dependent and lymphocyte dependent cytotoxic activity in human sera,separation of complement dependent and lymphocyte dependent in activity cytotoxic sera human
8,participation of immunoglobulin bearing lymphocytes in the production of macrophage migration inhibitory factor,participation of immunoglobulin bearing lymphocytes in the production wear of macrophage migration inhibitory repressive factor
8,determination of the nucleolar coefficient in lymphocytes in chemotherapeutically treated patients with ovarian carcinoma,determination of the nucleolar coefficient in lymphocytes in chemotherapeutically treated patients inwards indiana with ovarian carcinoma
8,effect of cyclic nucleotides on the transformation and proliferation of lymphocytes,core of cyclic nucleotides on the transformation and proliferation of lymph cell
8,reactivity of lymphocytes from patients with syphilis towards t pallidum antigen in the leucocyte migration and lymphocyte transformation tests,reactivity of lymphocytes from patients with syphilis towards t pallidum antigen the leucocyte migration and lymphocyte transformation tests
8,inhibition of haemopoietic stem cells by syngeneic lymphocytes treated with antilymphocyte serum,lymphocytes of haemopoietic stem inhibition by syngeneic cells treated with antilymphocyte serum
8,experimental murine leprosy 8 ultrastructural features of the inflammatory exudate and bacterial morphology in c3h and c57bl mice after foot pad inoculation with mycobacterium lepraemurium,ultrastructural murine leprosy experimental features of the c exudate and bacterial morphology in inoculation h bl c and mice after lepraemurium pad inflammatory with mycobacterium foot
8,the response of lymphocytes to phytohaemagglutinin in women with pre eclampsia,the eclampsia of lymphocytes to phytohaemagglutinin in women response pre with
8,plasma inhibitors of lymphocyte response to phytohaemagglutinin in children with recurrent infections,plasma inhibitors of with response to children in phytohaemagglutinin lymphocyte recurrent infections
8,t and cr lymphocyte profile in leprosy and the effect of treatment,t and and cr profile in leprosy lymphocyte the effect of treatment
8,the rate of sister chromatid exchanges parallel to spontaneous chromosome breakage in fanconi s anemia and to trenimon induced aberrations in human lymphocytes and fibroblasts,the of exchanges chromosome breakage in fanconi s anemia and to trenimon induced aberrations in human and fibroblasts
8,effect of cortisol on the ultrastructure of normal leukemic and cultured human lymphocytes,effect of cortisol on the ultrastructure of upshot normal leukemic lymph cell and cultured human lymphocytes
8,lymphocyte stimualtion by a mammary carcinoma assoicated glycoprotein,lymphocyte stimualtion by a past mammary carcinoma assoicated glycoprotein
8,effect of blood serum from schizophrenic patients and from normal donors on dna synthesis in lymphocytes,effect of blood along serum from desoxyribonucleic acid schizophrenic patients and from normal donors on on dna synthesis in lymphocytes
8,cytotoxic action of immune lymphocytes on adherent cells macrophages of autologous system lymph nodes during delayed hypersensitivity,cytotoxic action of immune lymphocytes on adherent cells of autologous system nodes during delayed hypersensitivity
8,mesenchymal reaction and serum glycoprotein concentration in chronic hepatitis and liver cirrhosis,mesenchymal reaction and serum glycoprotein concentration in chronic hepatitis and cirrhosis
8,tumour associated lymphocyte cytotoxicity superimposed on spontaneous cytotoxicity in melanoma patients,tumour malignant melanoma associated lymphocyte cytotoxicity superimposed on spontaneous malignant melanoma cytotoxicity in melanoma patients
8,sequential in vitro reactivity of lymphocytes from melanoma patients receiving immunotherapy compared with the reactivity of lymphocytes from healthy donors,sequential in vitro reactivity of lymphocytes from melanoma patients receiving compared with the reactivity of lymphocytes from healthy donors
8,in vitro monitoring of cadaver kidney donor pretreatment by lymphocyte culture,in vitro monitoring of pretreatment kidney cadaver donor by lymphocyte culture
8,spontaneous rosette formation by lymphocytes differential effect of cytochalasin b on thymocytes and thymus related peripheral blood lymphocytes in the guinea pig,formation by lymphocytes effect of b thymocytes and related peripheral the guinea pig
8,appearance of epstein barr virus nuclear antigen in human cordblood lymphocytes,appearance of epstein barr virus nuclear antigen lymphocyte in human cordblood homo lymphocytes
8,mixed lymphocyte culture stimulatory and responding capacity of lymphocytes from patients with lymphoproliferative diseases,mixed lymphocyte culture and responding of lymphocytes from patients lymphoproliferative diseases
8,immunological studies in patients with chronic active hepatitis cytotoxic activity of lymphocytes to autochthonous liver cells grown in tissue culture,immunological studies chronic hepatitis cytotoxic activity lymphocytes to autochthonous liver grown in tissue culture
8,the immunological capacity of peripheral lymphocytes in a blast transformation system using frozen stored cells,the immunological capacity of computer peripheral lymphocytes in a fire transformation system using frozen stored cadre
8,binding of c reactive protein to antigen induced but not mitogen induced t lymphoblasts,binding of nose candy reactive protein to antigen induced but not mitogen induced thymine lymphoblasts
8,secondary cytotoxic allograft responses in vitro ii differentiation of memory t cells into cytotoxic t lymphocytes in the absence of cell proliferation,secondary cytotoxic allograft responses memory vitro ii differentiation cell in in cells into t t lymphocytes cytotoxic the absence of of proliferation
8,diamond blackfan syndrome lymphocyte mediated suppression of erythropoiesis,diamond lymphocyte syndrome blackfan mediated suppression of erythropoiesis
8,ultrastructural and immunofluorescent studies of the replication of herpesvirus saimiri in cultured lymphocytes of infected owl monkeys,bird of minerva ultrastructural and immunofluorescent lymph cell studies of the replication of herpesvirus saimiri in cultured lymphocytes comeback of infected owl monkeys
8,cell mediated lympholysis in vitro independence of mixed lymphocyte reactions and t cell mitogen responses from the in vitro generation of cytotoxic effectors in primary immunodeficiency diseases,of mitogen lympholysis in the independence cell mixed lymphocyte reactions in t cell mediated responses from vitro and vitro effectors of cytotoxic generation in primary immunodeficiency diseases
8,immunological responsiveness of frozen thawed human lymphocytes,of responsiveness immunological frozen thawed human lymphocytes
8,quantitation of immunoglobulin bearing lymphocytes and the lymphocyte response to pha in experimental pyelonephritis,quantitation of immunoglobulin bearing lymphocyte and the lymphocyte response to pha in observational pyelonephritis
8,effect of vincristine on sister chromatid exchanges of normal human lymphocytes,vincristine exchanges effect on sister chromatid of of normal human lymphocytes
8,elaboration of pyrimidine specific nucleosidases by human lymphoblastoid cells of established cultures,elaboration of pyrimidine specific nucleosidases by human cells of established cultures
8,immunologic mechanisms in hepatitis b assayed by antigen binding lymphocytes,immunologic mechanisms hold fast in hepatitis mechanics b assayed by antigen binding lymphocytes
8,studies on the lymphocytes of sheep i recirculation of lymphocytes through peripheral lymph nodes and tissues,studies on the lymphocytes on of sheep i recirculation of lymphocytes through peripheral lymph along nodes and along tissues
8,studies on the lymphocytes of sheep ii some properties of cells in various compartments of the recirculating lymphocyte pool,studies on the lymph cell lymphocytes of sheep ii some properties of read cells in various syndicate compartments of the recirculating lymphocyte pool
8,lymphocyte stimulation by soluble subcellular fractions,lymphocyte stimulation by soluble subcellular fractions
8,marrow grafts between canine litter mates homozygous or heterozygous for lymphocyte defined histocompatibility antigens,marrow engraft betwixt canine litter mates homozygous or heterozygous for lymphocyte defined histocompatibility antigens
8,suppressor cell activity after concanavalin a treatment of lymphocytes from normal donors,suppressor cell activity afterwards concanavalin a treatment of lymphocytes from convention donors
8,binding of components of the properdin system to cultured human lymphoblastoid cells and b lymphocytes,binding of system components the properdin of to b human lymphoblastoid cells and cultured lymphocytes
8,membrane permeability in normal human lymphocytes and lymphocytes from patients with chronic lymphatic leukaemia,membrane permeability in normal human lymphocytes and lymphocytes from patients with chronic lymphatic leukaemia
8,antibody dependent direct cytotoxicity of human lymphocytes ii studies on peripheral blood lymphocytes synovial fluid cells and sera from patients with rheumatoid arthritis,antibody dependent direct cytotoxicity lymphocytes with studies ii of on peripheral blood lymphocytes fluid synovial cells and sera from patients human rheumatoid arthritis
8,surface immunoglobulins of lymphocytes in plasmacytoma v the effect of rna rich extract from mouse plasmacytoma mopc 104e on the immune response,surface immunoglobulins lymphocytes plasmacytoma the effect of rich extract e on the immune response
8,inhibition of macrophage lymphocyte interaction by cytochalasin b during antigen recognition by t lymphocytes,inhibition of b lymphocyte interaction by cytochalasin antigen during macrophage recognition by t lymphocytes
8,lymphoid cell subpopulations ii characterization of cell populations responsible for syngery in the mixed lymphocyte interaction,cell subpopulations ii characterization of cell populations responsible for in the mixed lymphocyte interaction
8,t lymphocyte enriched murine peritoneal exudate cells i a reliable assay for antigen induced t lymphocyte proliferation,assay lymphocyte cells murine peritoneal exudate enriched i a reliable induced for antigen t t lymphocyte proliferation
8,effect of anti ia sera on mixed lymphocyte reaction in mice,effect of anti ia sera on mixed lymph cell chemical reaction in mice
8,adoptive transfer of tumor immunity between twins by in vitro immunized nodal macrophages and lymphocytes reversal of serum enhancement,adoptive transfer of tumor immunity between twins by in vitro macrophages lymphocytes reversal of serum enhancement
8,terminal transferase in human bone marrow lymphocytes,terminal lymphocyte transferase in human bone marrow lymphocytes
8,lack of synergistic effect between x ray and uv irradiation on the frequency of chromosome aberrations in pha stimulated human lymphocytes in the g1 stage,lack stimulated synergistic effect between x in and irradiation uv on the frequency of chromosome aberrations g pha stage human lymphocytes ray the in of
8,ferritin synthesis in lymphocytes polymorphs and monocytes,ferritin synthesis inward lymphocytes polymorphs and monocytes
8,the blocking effect of conditioned media from tumour cell cultures on the lysis of target cells by immune lymphocytes and macrophages,the effect of conditioned media from tumour cell cultures on the lysis by immune lymphocytes and
8,long term effects of radiation of t and b lymphocytes in peripheral blood of patients with hodgkin s disease,long term effects inwards of longsighted radiation of t and b lymphocytes in peripheral roue blood of patients with hodgkin s disease
8,the lysosomal enzymes of lymphocytes in the premature and the term infant,condition the lysosomal enzymes inward of lymphocytes in the premature and the term infant
8,activation of purified human t cells by mitogens diminished mitogen induced deoxyribonucleic acid synthesis in human t cells compared with autologous peripheral blood lymphocytes,activation purified t by mitogens diminished mitogen induced deoxyribonucleic acid synthesis human t cells compared with peripheral blood
8,reactive and nonreactive lymphocytes in experimental allergic encephalomyelitis i possible role of macrophage lymphocyte interactions,reactive and nonreactive lymphocytes in experimental allergic encephalomyelitis iodin potential role of macrophage lymphocyte interaction
8,acridine orange fluorescence cytochemistry for detecting lymphocyte immunoreactivity,acridine orange fluorescence for cytochemistry detecting lymphocyte immunoreactivity
8,some properties of the mitogenic factor induced in human lymphocytes under the influence of phytohemagglutinin,factor properties of induced influence some the in human lymphocytes under the mitogenic of phytohemagglutinin
8,effect of crude and purified hcg on lymphocyte blastogenesis,effect of crude and purified lymphocyte on hcg blastogenesis
8,epstein barr nuclear antigen ebna carrying lymphocytes in human palatine tonsils,epstein barr nuclear antigen ebna carrying lymphocytes in human tonsils
8,variables and specificity of in vitro lymphocyte mediated cytotoxicity in human melanoma,variables and specificity of in vitro lymphocyte mediate cytotoxicity in man melanoma
8,separation of populations of sensitized lymphoid cells into fractions inhibiting and fractions enhancing syngeneic tumor growth in vivo,separation of populations of allergic lymphoid cells into fractions inhibiting and fractions enhance syngeneic tumor increment in vivo
8,isolation and partial characterization of agf 1 a rat lymphocyte membrane antigen,isolation and partial characterization of agf a rat closing off lymphocyte membrane tissue layer antigen
8,an improved quantitative plaque assay for lymphocytes bearing antigen specific cell receptors,associate in nursing improved quantitative plaque assay for lymphocytes give birth antigen specific cell receptors
8,sequential studies of lymphocytes neutrophils and serum proteins during prednisone treatment,sequential studies of lymphocytes neutrophils and serum during prednisone treatment
8,identification of camp dependant protein kinases in human lymphocytes,of camp kinases in human lymphocytes
8,leucocyte migration inhibitory activity of concanavalin a stimulated human lymphocytes modification by dipyridamole lysine acetylsalicylate and heparin,leucocyte migration repressive activity of concanavalin a stimulated human lymphocyte modification away dipyridamole lysine acetylsalicylate and heparin
8,the use of nylon fibre as a method of separating human lymphocyte subpopulations,the use of nylon fibre as separating method a of human lymphocyte subpopulations
8,lymphocyte subpopulations in normals and patients with rheumatoid arthritis and ankylosing spondylitis,lymph cell subpopulations in normals and patient role with rheumatoid arthritis and ankylosing spondylitis
8,long term maintenance in vitro of human t cells by repeated exposure to the same stimulator cells differences when using repeated stimulation in allogeneic mixed leukocyte culture and when using stimulation with autologous lymphoblastoid cells,long term deviation maintenance in vitro input of human t cells by repeated exposure human being to the ingeminate same stimulator cells differences when using repeated stimulation in allogeneic mixed polish leukocyte culture terminus and when stimulus using stimulation with autologous lymphoblastoid cells
8,massive invasion of fetal lymphocytes into the mother s blood at induced abortion,massive invasion of fetal lymphocyte lymphocytes into the mother s blood at induced descent abortion
8,secondary responses of human lymphocytes to alloantigens in vitro,secondary responses human lymphocytes in
8,inhibition by anti beta2 microglobulin antisera of responder cells and not of stimulator cells in the mixed lymphocyte reaction,inhibition cellular telephone by anti beta microglobulin antisera of responder non cells and not of stimulator cells in the mixed chemical reaction lymphocyte reaction
8,cytotoxic antibody complicating platelet support in acute leukemia response to chemotherapy,cytotoxic antibody reaction complicating platelet support in acute answer leukemia response to chemotherapy
8,c1 and human platelets decrease in chronic lymphocyte leukemia effect of lymphocytes,c and human platelets decrease in homo chronic leucaemia lymphocyte leukemia effect of lymphocytes
8,failure of nitrous oxide to inhibit transformation of lymphocytes by phytohemagglutinin,of nitrous oxide to inhibit of lymphocytes by phytohemagglutinin
8,expression and segregation of hl a antigens in d98 ah 2 by lymphocyte and fibroblast hybrids,verbal expression and sequestration of hl a antigens in calciferol ah by lymphocyte and fibroblast hybrids
8,lymphocyte abnormalities in mycosis fungoides,lymphocyte in abnormalities mycosis fungoides
8,occurrence of lymphocytotoxic lymphocytes and antibodies after corneal transplantation,occurrence of lymphocytotoxic lymphocytes and antibodies afterward corneal transplantation
8,differences in free fatty acid and glucose metabolism of human blood neutrophils and lymphocytes,inch differences in free fatty acid and glucose butterball metabolism of human blood neutrophils and lymphocytes
8,in vitro proliferative reactions by lymphocytes from both responder and low responder mice to t g a l,in vitro proliferative reactions by lymphocytes from both responder and responder mice to t g a l
8,studies of intestinal lymphoid tissue i electron microscopic evidence of blast transformation in epithelial lymphocytes of mouse small intestinal mucosa,studies of intestinal negatron lymphoid tissue i electron microscopic evidence of low blast transformation in epithelial iodine lymphocytes of mouse eruption small intestinal mucosa
8,relation of antigen binding cells to immunological memory,relation of antigen binding cells to immunologic memory
8,observations in vitro regarding the mechanism of the cell destruction by stimulated lymphocytes,observations in vitro regarding the stimulated destruction the cell of by mechanism lymphocytes
8,lymphocyte surface attached immunoglobulins in some clinical conditions,lymphocyte surface attached immunoglobulins in approximately clinical conditions
8,the influence of sequential chemotherapy and radiotherapy on mitogen induced lymphocyte transformation in patients with acute lymphoblastic leukemia,patient the along influence regulate of sequential chemotherapy and radiotherapy on mitogen induced lymphocyte transformation in patients with acute lymphoblastic leukemia
8,the effect of changes in dose rate on the yield of chromosome aberrations in human lymphocytes exposed to gamma radiation,the of dose rate the yield of chromosome aberrations in human gamma radiation
8,unusual intranuclear filaments in the circulating lymphocytes of patients with multiple sclerosis and optic neuritis,of intranuclear filaments in lymphocytes circulating the unusual patients with and sclerosis multiple optic neuritis
8,accelerated expulsion of adult trichinella spiralis in mice given lymphoid cells and serum from infected donors,accelerated of expulsion in adult spiralis trichinella mice given lymphoid cells and serum from infected donors
8,origin of lymphoid lines established from mixed cultures of cord blood lymphocytes and explants from infectious mononucleosis burkitt lymphoma and healthy donors,origin of lymphoid corduroy lines fusee established from mixed cultures of cord blood lymphocytes and explants fuse fuze from infectious mononucleosis burkitt lymphoma and healthy donors
8,antigenic structure of phytohemagglutinin stimulated mouse lymphocytes using specific antisera,antigenic social organization of phytohemagglutinin energize mouse lymphocytes using specific antisera
8,t and b cells and cell mediated immunity in mycosis fungoides,mobile phone t and b cells and cell mediated atomic number immunity in mycosis fungoides
8,nucleoli of lymphocytes in the peripheral blood of patients with bronchogenic lung and gastrointestinal cancer,nucleoli peripheral of in the lymphocytes lung of patients with bronchogenic blood and gastrointestinal cancer
8,kinetics of intraepithelial lymphocytes in the small intestine of thymus deprived mice and antigen deprived mice,kinetics of intraepithelial lymphocytes intestine the small mice of deprived thymus mice and antigen deprived in
8,evidence for suppressor cell activity associated with induction of herpesvirus saimiri induced lymphoma,testify for suppressor cell body process associated with induction of herpesvirus saimiri induced lymphoma
8,the effect of intrauterinely injected lymphocytes prepared from sensitized or non sensitized guinea pigs on the ultrastructure of rat fetal membranes visceral yolk sac,the effect of intrauterinely injected prepared from sensitized or guinea pigs on the ultrastructure of rat fetal membranes visceral yolk sac
8,demonstration of nucleotide pyrophosphatase and phosphohydrolase activities in normal lymphocyte of balb c mice and absence of these activities in yc8 tumor cells and in lymphocytes of animals with yc8 lymphoma,activities demonstration nucleotide pyrophosphatase tumor phosphohydrolase activities in normal lymphocyte of of c mice and absence of these balb in yc and cells and in lymphocytes of animals lymphoma yc with
8,in vitro response of bovine thoracic duct lymphocyte to phytohaemagglutinin following adult thymectomy,in vitro of bovine duct lymphocyte to phytohaemagglutinin following adult thymectomy
8,cytotoxic activity of human lymphocyte plasma membranes,cytotoxic activity plasma human lymphocyte of membranes
8,double stranded ribonuclease activity in human lymphocyte nuclei,double stranded ribonuclease activity in lymphocyte human nuclei
8,in vitro lymphocyte stimulation by wart antigen in man,in lymphocyte stimulation by wart in man
8,in vitro transforming activity of ebv i establishment and properties of two ebv strains m81 and m72 produced by immortalized callithrix jacchus lymphocytes,in vitro transforming activity of ebv brass and attribute of two ebv melody m and m produced by immortalized callithrix jacchus lymphocytes
8,cytotoxic lymphocytes in infectious mononucleosis,cytotoxic lymphocytes in mononucleosis
8,inhibitory activity of medium dialyzed transfer factor on lymphocyte blastogenesis,lymph cell inhibitory activity of medium dialyzed transfer factor on lymphocyte natural process blastogenesis
8,a comparison of in vitro cell mediated reactivity against syngeneic tumor cells by various lymphoid cell populations from bacillus calmette gu rin tumor cured tumor sensitized tumor bearing and normal inbred guinea pigs,a comparison of in vitro cell mediated responsiveness against syngeneic tumour cells aside various lymphoid cell populations from b calmette gu rin tumour cured tumour sensitized tumour bearing and normal inborn guinea pig bed
8,genetic control of interindividual variations in the inducibility of aryl hydrocarbon hydroxylase in cultured human lymphocytes,genetic control of interindividual variations in the inducibility of aryl hydrocarbon hydroxylase in lymphocytes
8,lymphocyte subpopulation in neoplastic and non neoplastic thymus and in blood of patients with myasthenia gravis,lymph cell subpopulation in neoplastic and non neoplastic thymus gland and in blood of patients with myasthenia gravis gravis
8,concanavalin a activated suppressor cells in normal human peripheral blood lymphocytes,blood a activated suppressor cells in normal human peripheral lymphocytes concanavalin
8,the repair of x ray induced chromosomal damage in trisomy 2 and normal diploid lymphocytes,the repair of x ray induced chromosomal atomic number damage in trisomy induct and normal diploid lymphocytes
8,control of pyrimidine biosynthesis in human lymphocytes inhibitory effect of guanine and guanosine on induction of enzymes for pyrimidine biosynthesis de novo in phytohemagglutinin stimulated lymphocytes,control of pyrimidine biosynthesis in human lymphocytes of guanosine on induction of enzymes for pyrimidine biosynthesis de novo in phytohemagglutinin stimulated lymphocytes
8,permanent lymphoid lines from genetically marked lymphocytes success with lymphocytes recovered from frozen storage,permanent lymphoid from from lines marked lymphocytes success with lymphocytes recovered genetically frozen storage
8,the influence of dissolved oxygen on the mitogen responses of mouse lymphocytes,the of oxygen on the mitogen responses of mouse lymphocytes
8,a sensitive micromethod for generating and assaying allogeneically induced cytotoxic human lymphocytes,a homo sensitive medium micromethod for generating and assaying allogeneically induced cytotoxic human lymphocytes
8,humoral sensitization in parous women cytotoxic antibodies to non hl a antigens,antibodies sensitization in parous a cytotoxic humoral to non hl women antigens
8,suppressor function of peripheral blood mononuclear cells in normal individuals and in patients with systemic lupus erythematosus,suppressor function of mononuclear cells normal individuals and patients with systemic lupus erythematosus
8,the migration of lymphocytes across specialized vascular endothelium i the entry of lymphocytes into the isolated mesenteric lymph node of the rat,the migration of the across specialized vascular endothelium i the the of lymphocytes mesenteric entry lymphocytes into lymph node of isolated rat
8,cell mediated cytotoxicity against measles virus in sspe ii analysis of cytotoxic effector cells,cell mediated cytotoxicity against measles in sspe ii of cells
8,natural cytotoxic reactivity of human lymphocytes against a myeloid cell line characterization of effector cells,natural cytotoxic human cell reactivity lymphocytes against a myeloid of line characterization effector of cells
8,bidirectional amplification of macrophage lymphocyte interactions enhanced lymphocyte activation factor production by activated adherent mouse peritoneal cells,bidirectional amplification of macrophage lymphocyte interactions heighten lymphocyte activation factor product by excited adherent mouse peritoneal cells
8,rosette plaques with lymphoid cells from heterozygous rabbits ani hapten antibody forming cells displaying either one or both b locus surface allelic markers,rosette plaques locus lymphoid with from heterozygous rabbits markers hapten cells forming cells displaying either one or both b antibody surface allelic ani
8,effect of lectins on the levels of camp and cgmp in guinea pig lymphocytes early responses of lymph node cells to mitogenic and non mitogenic lectins,effect of lectins on the floor of camp and cgmp inward guinea sloven lymphocyte early responses of lymph node mobile phone to mitogenic and non mitogenic lectins
8,specific positive and negative selection of rat lymphocytes reactive to strong histocompatibility antigens activation with alloantigens in vitro and in vivo,specific negative selection of rat lymphocytes reactive to strong histocompatibility activation with alloantigens in vitro in vivo
8,cell mediated immune response in vitro i the development of suppressor cells and cytotoxic lymphocytes in mixed lymphocyte cultures,cells mediated immune response in cell i the development of suppressor cytotoxic and vitro lymphocytes in mixed lymphocyte cultures
8,factor b of the alternative complement pathway on human lymphocytes,factor b of the alternative lymph cell complement pathway on human accompaniment lymphocytes
8,t cell deficiency in patients with autoimmune hemolytic anemia warm type,t cell type autoimmune patients with in hemolytic anemia warm deficiency
8,presence of alpha 2 macroglobulin on the membrane of peripheral human blood lymphocytes a new lymphocyte maker,presence of alpha macroglobulin computer peripheral on novel the lymph cell membrane of peripheral human blood lymphocytes a new lymphocyte maker
8,peripheral lymphocytes in paraproteinemia,peripheral device lymphocytes in paraproteinemia
8,5 nucleotidase activity in leukaemic lymphocytes,nucleotidase lymphocyte activity in leukaemic lymphocytes
8,the effects of therapeutic irradiation on lymphocytes and immunity,the effects of therapeutic irradiation on along lymphocytes and immunity
8,collagenase production by rheumatoid synovial cells stimulation by a human lymphocyte factor,collagenase production away rheumatoid synovial cells foreplay away a human lymphocyte factor
8,free ribosomes in physiologically nondividing cells human peripheral lymphocytes,free ribosomes in nondividing cells human peripheral lymphocytes
8,cytochemical characteristics of nucleic acids in the peripheral blood lymphocytes of patients with multiple sclerosis,cytochemical characteristic of nucleic acids in the computer peripheral blood lymphocytes of patients with multiple induration
8,quantitative ultrastructural autoradiographic studies of iodinated plasma membranes of lymphocytes during segregation and internalization of surface immunoglobulins,quantitative lymphocyte sequestration ultrastructural autoradiographic studies of iodinated iodized plasma membranes of lymphocytes during segregation and internalization of surface immunoglobulins
8,cytotoxic activity of rheumatoid and normal lymphocytes against allogeneic and autologous synovial cells in vitro,in activity rheumatoid of and normal lymphocytes against allogeneic and autologous synovial vitro cytotoxic cells
8,b t and null lymphocytes in newborn infants and their mothers,b t and in newborn their mothers
8,interaction of c reactive protein with lymphocytes and monocytes complement dependent adherence and phagocytosis,interaction of c responsive protein with lymphocytes and monocytes complement pendent adherence and phagocytosis
8,tolerance and contact sensitivity to dnfb in mice vi inhibition of afferent sensitivity by suppressor t cells in adoptive tolerance,allowance and contact predisposition to dnfb in mice sixer inhibition of afferent nerve predisposition by suppressor t cells in adoptive allowance
8,t lymphocyte precursors i synergy between precursor and mature t lymphocytes in the response to concanavalin a,t lymphocyte i precursors synergy the precursor mature and t lymphocytes in between response to concanavalin a
8,lymphocyte nucleoli activation as a marker of autoimmune disorder development i observation in nzb mice,lymphocyte nucleoli activating ampere angstrom marker of autoimmune disorder development i observation in nzb mice
8,natural cytotoxic reactivity of rat lymphocytes against syngeneic gross virus induced lymphoma,natural of lymphoma cytotoxic rat lymphocytes against syngeneic gross virus induced reactivity
8,lymphocyte plasma membranes vi surface antigens of lymphocytes in chronic lymphocytic leukemia,lymphocyte plasma membranes vi surface antigens of lymphocytes chronic lymphocytic leukemia
8,spontaneous interaction in vitro between lymphocytes and syngeneic peritoneal macrophages of mice,spontaneous fundamental interaction in vitro between lymphocytes and syngeneic peritoneal macrophage of mice
8,different effects of phytohemagglutinin activated lymphocytes and their culture supernatants on macrophage function,different serve effects of phytohemagglutinin activated lymphocytes and their culture supernatants on dissimilar macrophage function
8,mg2 and ca2 stimulated atpase at the outer surface of human peripheral lymphocytes and hematopoietic cell lines correlation between enzyme activity and immunoglobulin secretion,mg lymphocytes ca stimulated atpase at cell outer surface of human peripheral and and enzyme immunoglobulin lines correlation between hematopoietic activity and the secretion
8,hemihypotrophy in a girl with a translocation t 13q 7p,hemihypotrophy a a t with in translocation girl q p
8,lymphocyte cytotoxicity in alcoholic hepatitis,lymph cell cytotoxicity in alcoholic hepatitis
8,normal lymphocyte function in the presence of delta 9 tetrahydrocannabinol,normal lymphocyte function in the comportment of delta tetrahydrocannabinol
8,immunofluorescent staining of the surfaces of lymphocytes in suspension from patients with dengue hemorrhagic fever,immunofluorescent staining of the surface of lymphocytes indium suspension from patients with dengue hemorrhagic feverishness
8,fate of antibodies bound to lymphocyte surface i study with complement dependent cytotoxicity indirect immunofluorescence and radiolabelled antibodies,fate of lymph cell antibodies bound to pendant lymphocyte surface i study with complement dependent cytotoxicity antibody indirect immunofluorescence and radiolabelled antibodies
